,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
6281,15656921,850,France,Male,31,4,0.0,2,0,0,152298.28
3005,15789863,683,France,Male,39,4,0.0,2,1,0,171716.81
5639,15801316,523,France,Male,61,8,66250.71,1,1,1,21859.06
8972,15718780,650,Spain,Female,32,4,79450.09,1,1,1,118324.75
4216,15718852,794,France,Male,56,9,96951.21,1,1,1,71776.76
2572,15785865,711,France,Male,58,9,91285.13,2,1,1,26767.85
2630,15600879,554,Germany,Female,36,3,157780.93,2,1,0,6089.13
5329,15592230,620,France,Male,41,3,0.0,2,1,1,137309.06
5068,15717879,712,Spain,Female,79,5,108078.56,1,1,1,174118.93
5755,15600813,717,France,Male,50,9,90305.76,1,1,1,124626.57
6955,15697042,738,Spain,Male,35,8,127290.61,1,1,0,16081.62
7976,15659656,849,France,Male,35,4,110837.73,1,0,0,126419.8
1147,15671209,593,Germany,Female,29,5,101713.84,3,1,0,134594.99
1334,15664772,489,Germany,Male,28,1,79460.98,2,1,1,167973.63
8410,15609913,743,France,Female,46,9,0.0,1,1,0,113436.08
2548,15617197,524,France,Male,50,4,0.0,2,1,1,31840.59
716,15677369,554,Germany,Female,37,4,58629.97,1,0,0,182038.6
3108,15724536,560,Spain,Female,28,1,0.0,2,1,1,120880.72
3004,15706185,596,Germany,Male,47,5,140187.1,2,1,1,174311.3
2810,15595388,594,France,Female,30,10,0.0,2,1,1,124071.71
773,15685320,767,France,Male,36,3,139180.2,1,0,0,123880.19
1492,15744517,735,Spain,Male,50,9,0.0,1,0,0,166677.35
733,15744607,738,Germany,Male,43,9,121152.05,2,1,0,64166.7
2672,15630920,724,France,Male,34,2,154485.74,2,0,0,78560.64
6589,15673790,498,Germany,Male,45,7,109200.74,2,0,1,165990.44
3576,15635285,647,France,Male,28,8,0.0,2,1,1,91055.27
3152,15724161,644,France,Female,40,9,137285.26,4,1,0,77063.63
3923,15595047,764,France,Male,41,7,0.0,2,0,0,134878.34
5303,15645766,634,Spain,Male,25,9,0.0,2,1,1,8227.91
7212,15638989,711,France,Female,25,5,190066.54,1,0,0,51345.39
8788,15603247,743,Germany,Female,35,1,146781.24,1,1,0,189307.7
2414,15806027,556,France,Female,52,9,0.0,1,1,0,175149.2
1837,15619343,561,France,Male,56,7,152759.0,2,1,0,133167.11
2852,15771483,609,France,Male,40,6,0.0,2,1,1,97416.34
8184,15605916,659,France,Female,50,3,0.0,1,1,0,183399.12
9294,15574608,713,France,Male,36,8,133889.35,1,1,1,143265.65
2696,15792176,698,Spain,Female,40,0,92053.44,1,1,1,143681.83
6134,15769781,699,Spain,Female,25,8,0.0,2,1,1,52404.47
9763,15643903,619,France,Male,27,1,154483.98,1,1,0,156394.74
8603,15702541,551,France,Female,59,2,166968.28,1,1,0,159483.76
1512,15586974,656,France,Male,39,10,0.0,2,1,1,98894.64
18,15661507,587,Spain,Male,45,6,0.0,1,0,0,158684.81
3407,15797760,632,France,Male,40,3,193354.86,2,1,0,149188.41
1541,15812497,654,Germany,Male,37,5,112146.12,1,1,0,75927.35
1227,15613844,557,France,Female,28,7,146445.24,2,1,0,184317.74
3894,15735687,595,Spain,Male,37,2,157084.99,1,1,0,134767.13
185,15654506,514,France,Male,32,8,0.0,2,1,0,95857.18
7105,15597536,576,Spain,Male,45,5,133618.01,1,0,0,135244.87
8110,15751524,677,Germany,Female,36,10,68806.84,1,1,0,33075.24
228,15637753,751,Germany,Male,50,2,96888.39,1,1,0,77206.25
9335,15739123,737,Germany,Male,50,4,127552.85,2,1,0,4225.11
2911,15704987,649,France,Female,52,8,49113.75,1,1,0,41858.43
8403,15707219,844,France,Female,28,4,0.0,2,0,1,123318.37
9339,15722845,665,Spain,Male,29,1,182781.74,2,1,1,63732.9
8488,15794360,592,Germany,Female,70,5,71816.74,2,1,0,105096.82
5311,15584338,714,France,Female,40,0,0.0,2,1,0,62762.12
1315,15734634,607,Spain,Female,27,5,100912.19,1,0,0,7631.27
8613,15577018,684,Germany,Female,26,2,114035.39,1,0,0,96885.19
3496,15812324,779,France,Male,27,1,0.0,2,1,1,190623.02
1993,15787189,824,Germany,Male,60,8,134250.17,3,0,0,153046.16
4054,15734762,602,France,Female,56,3,115895.22,3,1,0,4176.17
9907,15611247,481,France,Female,28,10,0.0,2,1,0,145215.96
9592,15766066,668,Germany,Female,28,1,124511.01,1,0,0,114258.18
3334,15702300,671,France,Male,27,5,0.0,2,0,0,120893.07
4115,15584505,580,France,Female,23,5,113923.81,2,0,0,196241.43
7161,15775235,690,France,Female,36,6,110480.48,1,0,0,81292.33
318,15677512,628,Spain,Female,22,3,0.0,1,1,0,85426.28
5630,15706131,621,Spain,Female,37,9,83061.26,2,1,0,9170.54
8705,15804064,742,France,Female,35,2,79126.17,1,1,1,126997.53
584,15803689,647,Germany,Female,51,1,119741.77,2,0,0,54954.51
6015,15582591,615,Spain,Male,59,4,155766.05,1,1,1,110275.17
7259,15718921,625,Spain,Male,32,7,106957.28,1,1,1,134794.02
1842,15747222,745,Spain,Female,35,8,0.0,2,1,1,116581.1
7284,15706464,667,Spain,Male,35,4,97585.32,2,0,0,57213.46
153,15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22
6820,15685019,528,France,Male,29,3,102787.42,1,1,0,55972.56
912,15566091,545,Spain,Female,32,4,0.0,1,1,0,94739.2
8365,15659949,850,France,Male,31,1,96399.31,2,1,0,106534.15
3538,15761023,554,Germany,Female,43,2,120847.11,1,1,0,7611.61
1224,15628298,500,Spain,Female,47,8,128486.11,1,1,0,179227.12
7658,15666297,706,Spain,Female,53,3,0.0,3,0,0,88479.02
8343,15591698,849,Germany,Female,49,9,132934.89,1,1,0,171056.65
8489,15686538,522,France,Female,41,7,0.0,2,0,1,176780.39
3170,15791373,850,Germany,Female,35,2,80931.75,1,0,0,12639.67
86,15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35
6232,15718242,725,Germany,Female,47,1,104887.43,1,0,0,86622.56
4981,15768137,667,Spain,Female,23,6,136100.69,2,0,0,169669.33
9918,15574480,652,Spain,Male,31,1,132862.59,1,0,0,158054.49
5608,15605113,518,France,Female,27,1,133801.49,1,1,1,143315.57
2362,15791053,709,Germany,Male,45,4,122917.71,1,1,1,11.58
5084,15666856,774,France,Male,49,1,142767.39,1,1,1,8214.41
5390,15573851,735,France,Female,38,1,0.0,3,0,0,92220.12
2290,15674880,658,Spain,Male,50,2,0.0,2,1,0,52137.73
721,15578761,459,Spain,Female,42,6,129634.25,2,1,1,177683.02
5736,15775116,581,France,Male,31,3,0.0,2,0,0,89040.61
2112,15631201,472,Spain,Female,28,4,0.0,2,1,0,1801.77
7201,15664615,689,Germany,Female,30,5,136650.89,1,1,1,41865.72
2442,15772632,680,France,Female,34,1,0.0,2,1,0,167035.07
5499,15649078,850,Germany,Female,27,8,111837.78,2,1,1,110805.79
4064,15689886,626,Germany,Male,39,10,132287.92,3,1,1,51467.92
5281,15620372,687,Spain,Male,31,3,0.0,2,0,0,48228.1
6054,15773013,633,France,Female,47,0,0.0,1,1,1,6342.84
1505,15798975,606,Germany,Male,48,4,132403.56,1,0,0,36091.91
6010,15814033,759,Spain,Male,38,1,0.0,2,1,0,20778.39
968,15641009,544,France,Male,37,3,84496.71,1,0,0,79972.09
2385,15728352,623,France,Male,27,4,120509.81,1,0,0,142170.44
1913,15750264,757,Germany,Male,30,6,105128.85,2,1,1,62972.13
3812,15790267,625,France,Female,40,7,141267.67,1,0,1,177397.49
2954,15775562,538,France,Female,33,5,0.0,2,1,0,126962.41
5824,15698953,636,Spain,Male,36,1,0.0,3,1,1,74048.1
8441,15677136,624,France,Female,23,5,0.0,2,0,0,132418.59
7440,15604130,622,Spain,Female,47,6,142319.03,1,0,0,100183.05
9357,15814405,418,France,Female,46,9,0.0,1,1,1,81014.5
305,15636673,667,France,Male,31,1,119266.69,1,1,1,28257.63
1940,15659651,531,Germany,Female,31,7,117052.82,1,1,0,118508.09
512,15782236,735,Spain,Male,34,5,0.0,2,0,0,71095.41
4178,15737080,510,France,Female,32,1,0.0,2,0,1,28515.17
2093,15806132,555,France,Male,55,4,146798.81,1,1,1,74149.77
2834,15649124,850,France,Male,30,9,121535.18,1,0,0,40313.47
5427,15674149,599,Germany,Male,36,3,128960.21,2,1,1,40318.33
631,15811762,583,Germany,Female,54,6,115988.86,1,1,0,57553.98
3978,15669490,837,Germany,Male,37,6,94001.61,2,1,0,140723.05
8932,15700394,713,Spain,Female,26,4,122857.46,2,1,0,144682.17
4947,15670354,753,France,Female,62,6,0.0,2,1,1,136398.9
2840,15714057,528,Spain,Male,40,4,0.0,2,1,0,25399.7
593,15775153,630,Spain,Male,32,4,82034.0,1,0,0,146326.45
5926,15757559,595,France,Female,53,7,0.0,2,1,0,41371.68
6818,15589739,698,France,Male,41,3,90605.29,1,1,1,14357.0
2923,15631159,705,Germany,Male,41,4,72252.64,2,1,1,142514.66
7615,15611682,590,Spain,Male,37,6,169902.92,1,1,1,128256.18
6598,15677141,586,Spain,Male,29,2,132450.24,1,1,1,36176.63
4795,15691387,483,France,Male,29,9,0.0,1,1,1,81634.45
8977,15626628,631,Spain,Female,31,2,88161.85,2,1,0,127630.88
788,15600739,562,Spain,Female,35,0,0.0,2,1,0,119899.52
5049,15598894,784,Spain,Male,38,10,122267.85,1,0,0,145759.93
5826,15737961,509,Germany,Female,29,0,107712.57,2,1,1,92898.17
2406,15725039,702,Spain,Male,32,8,71667.74,1,1,1,126082.18
5423,15749671,794,France,Male,35,6,0.0,2,1,1,68730.91
9073,15611058,702,Germany,Female,60,5,138597.54,2,1,1,41536.59
1156,15741295,615,France,Male,49,3,0.0,2,1,1,49872.33
3041,15783029,671,France,Male,34,7,106603.74,2,1,1,26387.71
5067,15602282,587,Germany,Female,45,8,134980.74,1,1,1,123309.57
2997,15756820,655,France,Female,26,7,106198.5,1,0,1,32020.42
3742,15698031,587,Germany,Female,39,6,101851.8,2,1,0,7103.71
4730,15576550,619,Spain,Female,38,1,0.0,1,1,0,112442.63
9851,15792077,671,Germany,Male,28,8,119859.52,2,1,0,125422.66
5070,15794468,641,France,Female,42,6,0.0,2,0,0,121138.77
4513,15722212,696,France,Female,41,8,0.0,2,0,0,28276.83
4012,15726814,554,Spain,Male,46,4,0.0,2,0,1,57320.92
7822,15761018,581,Germany,Male,50,2,143829.2,2,1,0,181224.24
2208,15809826,728,France,Female,46,2,109705.52,1,1,0,20276.87
9147,15781326,636,France,Male,35,9,95478.17,1,0,0,169286.74
6465,15606855,730,Spain,Male,26,6,0.0,2,1,1,185808.7
2313,15644621,597,Germany,Female,40,9,106756.01,2,1,0,151167.94
2806,15787529,592,Spain,Male,38,0,0.0,1,1,0,65986.48
9887,15646310,684,Spain,Male,24,8,143582.89,1,1,1,22527.27
5489,15703778,728,France,Male,33,8,129907.63,1,0,1,36083.96
6021,15579891,714,France,Male,52,4,100755.66,1,1,1,186775.25
8089,15623357,692,Germany,Male,24,2,120596.93,1,0,1,180490.53
6396,15602812,684,Germany,Female,44,2,133776.86,2,0,1,49865.04
7180,15632789,794,France,Male,30,8,0.0,2,1,1,24113.91
715,15578977,786,France,Male,34,9,0.0,2,1,0,144517.19
9001,15733111,688,Spain,Male,32,6,124179.3,1,1,1,138759.15
7617,15678779,502,France,Male,33,7,0.0,2,0,1,4082.52
8331,15673084,645,Spain,Male,38,1,68079.8,1,0,1,166264.89
8352,15641413,587,Germany,Female,49,7,155393.98,2,1,0,13308.2
9950,15638494,625,Germany,Female,39,10,129845.26,1,1,1,96444.88
1082,15663438,688,Spain,Male,36,0,89772.3,1,1,0,177383.68
8594,15672930,722,Spain,Male,37,9,0.0,2,1,0,31921.95
5662,15659937,703,France,Female,40,7,0.0,2,0,1,122518.5
1319,15763612,756,Germany,Male,41,2,124439.49,2,0,1,47093.11
7462,15598266,610,France,Male,40,9,0.0,1,1,1,149602.54
3086,15674206,716,France,Female,22,8,0.0,2,1,1,92606.98
6125,15687913,501,Germany,Female,34,7,93244.42,1,0,1,199805.63
1447,15697311,697,Spain,Male,56,5,110802.03,1,1,1,50230.31
3687,15626806,668,France,Female,32,2,0.0,2,1,1,40652.33
5455,15726855,805,Germany,Female,45,9,116585.97,1,1,0,189428.75
1413,15797733,503,Germany,Male,30,10,136622.55,2,0,0,47310.24
9283,15752186,562,France,Female,27,3,0.0,2,1,0,28137.03
5076,15720676,700,France,Female,37,7,0.0,2,1,0,17040.82
1914,15741554,746,Spain,Male,31,2,113836.27,1,1,1,174815.54
8938,15722409,693,Spain,Male,47,8,107604.66,1,1,1,80149.27
1032,15750243,830,Spain,Male,40,4,0.0,2,0,1,81622.52
7354,15757933,733,Germany,Female,30,1,102452.71,1,1,0,21556.95
8499,15784918,498,Germany,Male,35,2,121968.11,2,0,1,188343.05
1920,15723720,591,France,Female,31,7,0.0,2,0,1,48778.46
8695,15801994,775,France,Male,31,9,0.0,2,1,0,169278.51
789,15653253,704,Spain,Male,48,8,167997.6,1,1,1,173498.45
2653,15785078,730,Spain,Male,26,3,0.0,1,1,0,34542.41
1376,15587233,457,France,Male,41,8,73700.12,3,1,1,185750.02
2693,15627697,662,France,Male,34,2,0.0,2,0,1,21497.27
3405,15793693,694,France,Male,60,9,0.0,1,1,1,57088.97
6817,15593128,608,France,Female,56,10,129255.2,2,1,0,142492.04
8691,15632439,698,France,Female,39,4,0.0,2,0,1,47455.82
6918,15721116,597,Spain,Male,24,0,108058.07,2,1,1,187826.11
4480,15648479,655,France,Female,45,0,0.0,2,1,0,166830.71
8819,15790750,592,Germany,Male,36,10,123187.51,1,0,1,146111.35
4852,15574137,687,Spain,Male,35,3,0.0,2,1,1,176450.19
7142,15654859,612,Spain,Female,63,2,131629.17,2,1,0,122109.58
6868,15587394,462,France,Male,39,4,140133.08,2,0,0,131304.45
5463,15750099,731,France,Female,36,6,0.0,1,0,0,152128.36
446,15730460,722,France,Male,37,2,0.0,1,0,0,120906.83
8697,15644551,751,Spain,Female,37,3,99773.85,2,1,0,54865.92
7516,15748649,644,France,Male,40,8,93183.19,1,1,0,73882.49
5134,15641604,850,France,Female,55,10,98488.08,1,1,0,155879.57
9952,15696355,724,Germany,Male,37,6,125489.4,1,1,0,118570.53
6834,15625035,703,France,Male,50,8,160139.59,2,1,1,79314.1
2281,15778320,848,Germany,Female,40,5,148495.64,1,0,0,158853.98
4526,15604818,798,France,Male,34,9,154495.79,1,1,0,191395.88
971,15801488,723,France,Male,25,3,0.0,2,1,1,134509.47
8107,15795936,560,France,Male,50,3,0.0,2,1,0,84531.79
5720,15794414,507,Spain,Male,46,6,92783.68,1,1,1,51424.29
4813,15723858,517,Spain,Male,39,3,0.0,2,0,1,12465.51
4793,15787322,788,France,Female,41,6,0.0,1,1,1,25571.37
4711,15758831,754,France,Male,39,3,74896.33,1,0,0,34430.16
3462,15713596,428,France,Female,62,1,107735.93,1,0,1,58381.77
6092,15628963,601,Germany,Male,43,3,141859.12,2,1,1,111249.62
2118,15774857,460,France,Female,27,7,0.0,2,1,0,156150.08
8666,15785920,687,Germany,Male,35,1,125141.24,2,1,1,148537.07
7458,15800049,728,Spain,Female,43,5,0.0,1,1,1,120088.17
7818,15637977,542,Germany,Male,25,8,139330.1,1,0,0,54372.37
1872,15706593,850,Spain,Female,50,10,0.0,2,1,1,33741.84
866,15808017,545,France,Male,38,1,88293.13,2,1,1,24302.95
3187,15713912,516,Spain,Female,45,8,109044.3,1,0,1,115818.16
5298,15794187,695,France,Male,36,6,114007.5,2,1,0,118120.88
4679,15756975,777,Spain,Female,35,3,0.0,2,1,1,17257.72
9941,15676869,657,Spain,Male,36,8,0.0,2,0,1,123866.43
8722,15718667,621,France,Male,35,7,87619.29,1,1,0,143.34
9853,15576615,719,Spain,Male,37,10,145382.61,1,1,0,80408.59
5155,15656426,713,France,Female,42,3,0.0,2,0,0,82565.01
3478,15736990,537,France,Male,28,3,157842.07,1,1,0,86911.49
2187,15589320,699,Spain,Male,34,8,0.0,1,1,1,76510.46
4829,15692599,687,France,Male,34,5,128270.56,1,1,0,191092.62
2813,15600934,758,France,Female,52,7,125095.94,1,1,0,171189.83
7696,15679453,614,Germany,Female,39,8,125997.22,1,1,1,128049.34
8230,15755239,758,Germany,Male,32,4,162657.64,2,1,1,115525.13
992,15724563,752,Germany,Female,42,3,65046.08,2,0,1,140139.28
8610,15731553,730,France,Male,23,8,0.0,2,1,0,183284.53
6756,15659567,473,France,Female,39,9,117103.26,2,1,1,85937.52
3650,15724955,537,France,Male,38,3,0.0,2,0,0,141023.01
4714,15611024,567,France,Female,23,9,93522.2,1,0,1,81425.61
3063,15578738,609,France,Male,32,7,71872.19,1,1,1,151924.9
9130,15790599,756,Germany,Female,39,5,149363.12,2,1,1,109098.39
232,15787174,512,France,Female,37,1,0.0,2,0,1,156105.03
2550,15784301,850,France,Male,42,0,0.0,2,1,0,44165.84
8118,15720203,577,Spain,Male,28,7,0.0,1,1,0,143274.41
2992,15786993,810,France,Female,51,5,0.0,2,0,1,184524.74
6466,15763683,678,Germany,Male,32,4,139626.01,1,1,1,118235.52
914,15710404,569,France,Male,35,10,124525.52,1,1,1,193793.78
8068,15797710,619,Germany,Male,29,4,98955.87,1,0,1,131712.51
4729,15788556,683,France,Female,42,4,148283.94,1,1,1,44692.63
394,15620505,594,Spain,Female,24,0,97378.54,1,1,1,71405.17
8388,15806570,763,France,Female,53,4,0.0,1,1,0,77203.72
8586,15694039,650,Germany,Female,46,9,149003.76,2,1,0,176902.83
1342,15640268,652,Spain,Male,71,4,0.0,1,1,1,120107.1
6565,15789936,663,France,Female,33,2,0.0,2,1,0,153295.0
813,15775306,421,Germany,Male,28,8,122384.22,3,1,1,89017.38
7381,15573077,620,Germany,Female,25,8,141825.88,1,1,1,73857.94
6288,15568562,689,France,Male,40,8,160272.27,1,1,0,49656.24
8813,15770375,850,Germany,Female,26,8,123126.29,1,1,0,74425.41
4032,15593555,430,France,Male,38,9,0.0,2,1,1,12050.77
4546,15738248,662,France,Female,37,5,0.0,2,1,0,151871.84
3632,15684696,560,Spain,Female,26,3,116576.45,1,1,0,157567.37
9679,15605067,472,France,Male,19,9,0.0,2,1,0,3453.4
1563,15777576,559,Spain,Female,40,5,139129.44,1,0,1,32635.54
2909,15606274,594,Germany,Male,38,6,63176.44,2,1,1,14466.08
2855,15693203,710,Spain,Female,75,5,0.0,2,1,1,9376.89
7705,15647306,777,France,Female,29,9,131240.61,1,1,1,163746.09
3060,15599533,569,France,Female,43,7,0.0,2,1,1,77703.19
149,15794413,416,France,Male,32,0,0.0,2,0,1,878.87
6001,15606887,775,France,Female,30,5,0.0,1,1,0,193880.6
4389,15756425,660,France,Male,30,7,146301.31,1,0,0,96847.91
7879,15665385,657,France,Male,44,6,76495.04,1,1,0,79071.89
6193,15727198,689,Germany,Female,28,2,64808.32,2,0,0,78591.15
3919,15759717,763,Spain,Female,39,7,0.0,2,1,0,19458.75
1286,15590993,579,Spain,Male,37,5,152212.88,2,0,0,120219.14
7152,15737998,529,France,Male,46,8,0.0,1,0,0,126511.94
9148,15595640,698,France,Male,37,8,0.0,2,0,0,145004.39
2629,15711789,768,Spain,Female,42,3,0.0,1,0,0,161242.99
4733,15743538,710,France,Female,31,1,0.0,2,1,0,20081.3
960,15686164,850,Germany,Female,31,1,108822.4,1,1,1,132173.31
5784,15738063,631,France,Male,29,2,0.0,2,1,1,18581.84
8690,15756167,762,Spain,Female,43,5,134204.67,1,1,1,139971.01
5358,15796958,658,France,Male,39,7,0.0,2,1,0,48378.4
7265,15692718,738,France,Female,38,7,0.0,2,0,0,69227.42
6646,15662021,685,Spain,Female,42,2,0.0,2,0,0,199992.48
2953,15649136,650,France,Female,43,6,0.0,2,1,1,16301.91
3911,15710527,782,France,Female,35,4,0.0,1,1,1,119565.34
4956,15628420,660,Spain,Male,33,2,80462.24,1,0,0,150422.35
8591,15611635,678,Spain,Female,39,6,0.0,1,0,1,185366.56
4186,15702175,755,France,Female,29,4,148654.84,2,1,1,28805.09
5890,15712777,482,France,Male,38,4,124976.19,1,1,0,35848.12
1046,15644200,807,Spain,Female,42,1,0.0,1,1,0,16500.66
1008,15569050,444,France,Male,45,6,0.0,1,1,0,130009.85
3636,15730469,663,Spain,Male,31,4,103430.11,2,0,1,36479.27
6594,15808544,747,France,Female,40,3,0.0,1,0,0,57817.84
1785,15589380,713,Germany,Male,40,3,114446.84,2,1,1,87308.18
5726,15764343,688,Spain,Female,46,8,155681.72,1,1,0,26287.21
2391,15570004,850,France,Male,31,3,0.0,2,1,0,121866.87
2164,15794479,767,Spain,Male,77,8,149083.7,1,1,1,190146.83
5058,15682322,714,France,Male,37,9,148466.93,2,0,1,151280.96
7216,15730287,679,France,Male,41,8,147726.98,3,1,0,172749.4
8600,15755405,710,France,Male,43,9,128284.45,1,1,0,32996.89
2066,15772262,545,Germany,Male,37,9,110483.86,1,1,1,127394.67
8143,15609058,676,France,Male,23,1,107787.47,1,0,1,116378.82
355,15739438,539,France,Male,30,0,0.0,2,1,0,160979.66
378,15677371,629,Spain,Female,30,2,34013.63,1,1,0,19570.63
8965,15811032,477,Germany,Female,58,8,145984.92,1,1,1,24564.7
3865,15729435,623,France,Male,40,6,0.0,2,1,1,66119.07
7796,15773949,692,France,Female,36,3,0.0,2,1,1,8282.22
8950,15700424,461,France,Female,35,5,0.0,1,1,1,54209.02
6559,15773852,533,Germany,Male,38,4,70362.52,2,1,1,104189.46
3730,15689152,683,Spain,Male,38,3,126152.84,1,0,0,15378.75
4479,15579112,598,France,Male,47,2,0.0,2,1,1,186116.54
4843,15736254,654,France,Male,29,2,91955.61,1,1,0,37065.66
9555,15655360,782,Germany,Female,72,5,148666.99,1,1,0,2605.65
2311,15664639,645,France,Male,19,9,128514.84,1,0,0,175969.19
6794,15694098,575,France,Female,54,9,68332.96,1,1,1,144390.75
2090,15602551,667,Spain,Male,39,9,0.0,2,1,0,68873.8
256,15636684,727,France,Male,34,10,0.0,2,1,1,198637.34
4406,15623450,637,Germany,Female,27,7,135842.89,1,1,1,101418.05
575,15653620,546,France,Female,27,8,0.0,2,1,1,14858.1
5263,15745030,809,Germany,Male,41,1,79706.25,2,1,0,165675.01
8318,15765402,520,France,Female,39,6,145644.05,1,0,0,104118.93
2328,15664204,706,Spain,Male,29,2,0.0,2,1,1,18255.51
9762,15734917,708,Germany,Male,21,8,133974.36,2,1,0,50294.09
568,15795564,737,Germany,Male,31,5,121192.22,2,1,1,74890.58
4154,15703437,726,France,Male,34,3,0.0,2,1,0,196288.46
6103,15571144,655,France,Male,28,10,0.0,2,0,1,126565.21
8528,15636353,534,Spain,Male,35,4,0.0,2,0,0,9541.15
3219,15611191,505,Germany,Female,37,10,122453.97,2,1,1,52693.99
4828,15592379,741,Spain,Female,42,9,121056.63,2,1,0,39122.58
8002,15753895,590,Spain,Male,37,1,0.0,2,0,0,133535.99
5137,15601594,698,France,Female,51,6,144237.91,4,1,0,157143.61
8198,15733888,668,Spain,Female,36,3,133686.52,1,1,0,190958.48
5770,15694381,631,France,Male,51,8,100654.8,1,1,0,171587.9
2666,15576723,740,France,Female,37,7,0.0,2,1,1,194270.91
7046,15737627,589,Germany,Female,20,2,121093.29,2,1,0,3529.72
4277,15797910,775,Germany,Male,51,2,123783.25,1,1,1,134901.57
8615,15789924,658,France,Female,39,4,0.0,1,1,1,147530.06
7579,15649101,601,France,Male,40,10,127847.86,1,0,0,173245.68
4787,15752885,529,France,Male,42,1,157498.9,1,1,1,82276.62
610,15686611,495,France,Male,30,10,129755.99,1,0,0,172749.65
5809,15744109,850,France,Male,32,4,0.0,1,1,1,180622.02
7690,15692258,569,Spain,Male,31,1,115406.97,1,0,0,145528.22
8438,15692142,707,Germany,Female,48,7,105086.74,1,1,1,180344.69
7148,15598802,770,Spain,Male,30,8,0.0,2,0,1,50839.85
9122,15748595,689,France,Female,29,1,77556.79,2,1,1,122998.26
6984,15622631,588,France,Male,44,8,154409.74,1,1,0,49324.03
2729,15608230,667,France,Male,23,1,0.0,2,1,0,91573.19
6042,15685872,727,France,Female,29,1,146652.01,1,1,1,173486.39
4200,15751943,529,Spain,Female,43,5,0.0,2,0,0,79476.63
4821,15655875,511,France,Female,33,3,0.0,2,1,0,132436.71
7800,15795759,698,Germany,Female,52,1,107906.75,1,1,0,168886.39
6832,15688498,594,Germany,Female,21,2,87096.82,2,1,0,168186.11
1225,15733387,707,Spain,Female,53,6,109663.47,1,1,1,52110.45
3681,15666270,676,France,Female,40,2,147803.48,1,1,0,95181.06
1530,15640953,611,France,Female,26,2,107508.93,2,1,1,120801.65
9427,15584812,693,Spain,Female,39,0,0.0,2,0,0,81901.6
9935,15603454,735,Germany,Male,28,5,160454.15,2,0,1,114957.22
3209,15622585,525,France,Male,26,7,153644.39,1,1,1,63197.88
2404,15809286,631,Germany,Male,37,8,138292.64,2,0,0,152422.91
3726,15608344,749,Germany,Female,29,7,137059.05,3,1,0,102975.72
